web_scraper_order,web_scraper_start_url,nombre_del_hotel,nombre_usuario,nacionalidad,detalles_hab,noches,personas,comentario_general,positivo,negativo,nota,fecha,nota_personal,nota_confort,nota_wifi,nota_instalaciones_servicios,nota_calidad_precio,nota_limpieza,nota_ubicacion,nota_media_resenas,comentario_media_hotel
1776375264-2311,https://www.booking.com/hotel/es/melia-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIObWVsaWEtdmFsZW5jaWFIClgDaEaIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoShhc8GwAIB0gIkYTdiMDc1YmYtMzBlZi00NWYxLWI4OGQtYWZhYTI5ZjQ2MDgw2AIB4AIB&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776373904&srpvid=a29595023e6105cf&type=total&ucfs=1&,Meliá Valencia,Sarah,Austria,Habitación Meliá,4 noches ·,En pareja,Excepcional,,,10,Fecha del comentario: 20 de marzo de 2026,"9,0","9,1",,"8,8","8,3","9,0","8,3","8,6",Fabuloso
1776375264-2312,https://www.booking.com/hotel/es/melia-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIObWVsaWEtdmFsZW5jaWFIClgDaEaIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoShhc8GwAIB0gIkYTdiMDc1YmYtMzBlZi00NWYxLWI4OGQtYWZhYTI5ZjQ2MDgw2AIB4AIB&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776373904&srpvid=a29595023e6105cf&type=total&ucfs=1&,Meliá Valencia,John,Reino Unido,Habitación Meliá,2 noches ·,En pareja,Excepcional,,,10,Fecha del comentario: 19 de marzo de 2026,"9,0","9,1",,"8,8","8,3","9,0","8,3","8,6",Fabuloso
1776375264-2313,https://www.booking.com/hotel/es/melia-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIObWVsaWEtdmFsZW5jaWFIClgDaEaIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoShhc8GwAIB0gIkYTdiMDc1YmYtMzBlZi00NWYxLWI4OGQtYWZhYTI5ZjQ2MDgw2AIB4AIB&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776373904&srpvid=a29595023e6105cf&type=total&ucfs=1&,Meliá Valencia,Makan,Suiza,Habitación Meliá con 1 cama extragrande,1 noche ·,Persona que viaja sola,Fantástico,,,"9,0",Fecha del comentario: 9 de marzo de 2026,"9,0","9,1",,"8,8","8,3","9,0","8,3","8,6",Fabuloso
1776375264-2314,https://www.booking.com/hotel/es/melia-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIObWVsaWEtdmFsZW5jaWFIClgDaEaIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoShhc8GwAIB0gIkYTdiMDc1YmYtMzBlZi00NWYxLWI4OGQtYWZhYTI5ZjQ2MDgw2AIB4AIB&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776373904&srpvid=a29595023e6105cf&type=total&ucfs=1&,Meliá Valencia,Luis,Estados Unidos,Habitación Meliá con 1 cama extragrande,2 noches ·,En pareja,Excepcional,,,10,Fecha del comentario: 2 de marzo de 2026,"9,0","9,1",,"8,8","8,3","9,0","8,3","8,6",Fabuloso
1776375264-2315,https://www.booking.com/hotel/es/melia-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIObWVsaWEtdmFsZW5jaWFIClgDaEaIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoShhc8GwAIB0gIkYTdiMDc1YmYtMzBlZi00NWYxLWI4OGQtYWZhYTI5ZjQ2MDgw2AIB4AIB&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776373904&srpvid=a29595023e6105cf&type=total&ucfs=1&,Meliá Valencia,Wilmar,Reino Unido,Habitación Meliá,5 noches ·,En familia,Excepcional,,,10,Fecha del comentario: 24 de febrero de 2026,"9,0","9,1",,"8,8","8,3","9,0","8,3","8,6",Fabuloso
1776375264-2316,https://www.booking.com/hotel/es/melia-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIObWVsaWEtdmFsZW5jaWFIClgDaEaIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoShhc8GwAIB0gIkYTdiMDc1YmYtMzBlZi00NWYxLWI4OGQtYWZhYTI5ZjQ2MDgw2AIB4AIB&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776373904&srpvid=a29595023e6105cf&type=total&ucfs=1&,Meliá Valencia,Alexander,Estados Unidos,Habitación Meliá,2 noches ·,Persona que viaja sola,Fantástico,,,"9,0",Fecha del comentario: 19 de febrero de 2026,"9,0","9,1",,"8,8","8,3","9,0","8,3","8,6",Fabuloso
1776375264-2317,https://www.booking.com/hotel/es/melia-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIObWVsaWEtdmFsZW5jaWFIClgDaEaIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoShhc8GwAIB0gIkYTdiMDc1YmYtMzBlZi00NWYxLWI4OGQtYWZhYTI5ZjQ2MDgw2AIB4AIB&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776373904&srpvid=a29595023e6105cf&type=total&ucfs=1&,Meliá Valencia,Manu,Reino Unido,Habitación Meliá,1 noche ·,En pareja,Excepcional,,,10,Fecha del comentario: 5 de febrero de 2026,"9,0","9,1",,"8,8","8,3","9,0","8,3","8,6",Fabuloso
1776375264-2318,https://www.booking.com/hotel/es/melia-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIObWVsaWEtdmFsZW5jaWFIClgDaEaIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoShhc8GwAIB0gIkYTdiMDc1YmYtMzBlZi00NWYxLWI4OGQtYWZhYTI5ZjQ2MDgw2AIB4AIB&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776373904&srpvid=a29595023e6105cf&type=total&ucfs=1&,Meliá Valencia,Nicholas,Sudáfrica,Habitación Meliá,2 noches ·,Persona que viaja sola,Excepcional,,,10,Fecha del comentario: 4 de febrero de 2026,"9,0","9,1",,"8,8","8,3","9,0","8,3","8,6",Fabuloso
1776375264-2319,https://www.booking.com/hotel/es/melia-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIObWVsaWEtdmFsZW5jaWFIClgDaEaIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoShhc8GwAIB0gIkYTdiMDc1YmYtMzBlZi00NWYxLWI4OGQtYWZhYTI5ZjQ2MDgw2AIB4AIB&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776373904&srpvid=a29595023e6105cf&type=total&ucfs=1&,Meliá Valencia,Marie,Reino Unido,Habitación Familiar,1 noche ·,En grupo,Excepcional,,,10,Fecha del comentario: 3 de febrero de 2026,"9,0","9,1",,"8,8","8,3","9,0","8,3","8,6",Fabuloso
1776375264-2320,https://www.booking.com/hotel/es/melia-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIObWVsaWEtdmFsZW5jaWFIClgDaEaIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoShhc8GwAIB0gIkYTdiMDc1YmYtMzBlZi00NWYxLWI4OGQtYWZhYTI5ZjQ2MDgw2AIB4AIB&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776373904&srpvid=a29595023e6105cf&type=total&ucfs=1&,Meliá Valencia,James,Reino Unido,Alojamiento The Level Supreme,1 noche ·,En pareja,Excepcional,,,10,Fecha del comentario: 31 de enero de 2026,"9,0","9,1",,"8,8","8,3","9,0","8,3","8,6",Fabuloso
1776375264-2321,https://www.booking.com/hotel/es/melia-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIObWVsaWEtdmFsZW5jaWFIClgDaEaIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoShhc8GwAIB0gIkYTdiMDc1YmYtMzBlZi00NWYxLWI4OGQtYWZhYTI5ZjQ2MDgw2AIB4AIB&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776373904&srpvid=a29595023e6105cf&type=total&ucfs=1&,Meliá Valencia,Joshua,Reino Unido,Habitación Meliá,1 noche ·,Persona que viaja sola,Excepcional,,,10,Fecha del comentario: 27 de enero de 2026,"9,0","9,1",,"8,8","8,3","9,0","8,3","8,6",Fabuloso
1776375264-2322,https://www.booking.com/hotel/es/melia-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIObWVsaWEtdmFsZW5jaWFIClgDaEaIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoShhc8GwAIB0gIkYTdiMDc1YmYtMzBlZi00NWYxLWI4OGQtYWZhYTI5ZjQ2MDgw2AIB4AIB&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776373904&srpvid=a29595023e6105cf&type=total&ucfs=1&,Meliá Valencia,Carolyn,Reino Unido,Habitación Meliá,4 noches ·,En familia,Excepcional,,,10,Fecha del comentario: 27 de enero de 2026,"9,0","9,1",,"8,8","8,3","9,0","8,3","8,6",Fabuloso
1776375264-2323,https://www.booking.com/hotel/es/melia-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIObWVsaWEtdmFsZW5jaWFIClgDaEaIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoShhc8GwAIB0gIkYTdiMDc1YmYtMzBlZi00NWYxLWI4OGQtYWZhYTI5ZjQ2MDgw2AIB4AIB&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776373904&srpvid=a29595023e6105cf&type=total&ucfs=1&,Meliá Valencia,Francesca,Reino Unido,Habitación Meliá,1 noche ·,En grupo,Fantástico,,,"9,0",Fecha del comentario: 24 de enero de 2026,"9,0","9,1",,"8,8","8,3","9,0","8,3","8,6",Fabuloso
1776375264-2324,https://www.booking.com/hotel/es/melia-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIObWVsaWEtdmFsZW5jaWFIClgDaEaIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoShhc8GwAIB0gIkYTdiMDc1YmYtMzBlZi00NWYxLWI4OGQtYWZhYTI5ZjQ2MDgw2AIB4AIB&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776373904&srpvid=a29595023e6105cf&type=total&ucfs=1&,Meliá Valencia,Szatlóczky,Hungría,Habitación Meliá,1 noche ·,En familia,Excepcional,,,10,Fecha del comentario: 19 de enero de 2026,"9,0","9,1",,"8,8","8,3","9,0","8,3","8,6",Fabuloso
1776375264-2325,https://www.booking.com/hotel/es/melia-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIObWVsaWEtdmFsZW5jaWFIClgDaEaIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoShhc8GwAIB0gIkYTdiMDc1YmYtMzBlZi00NWYxLWI4OGQtYWZhYTI5ZjQ2MDgw2AIB4AIB&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776373904&srpvid=a29595023e6105cf&type=total&ucfs=1&,Meliá Valencia,Joshua,Reino Unido,Suite Junior,1 noche ·,En pareja,Excepcional,,,10,Fecha del comentario: 15 de enero de 2026,"9,0","9,1",,"8,8","8,3","9,0","8,3","8,6",Fabuloso
1776375264-2326,https://www.booking.com/hotel/es/melia-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIObWVsaWEtdmFsZW5jaWFIClgDaEaIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoShhc8GwAIB0gIkYTdiMDc1YmYtMzBlZi00NWYxLWI4OGQtYWZhYTI5ZjQ2MDgw2AIB4AIB&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776373904&srpvid=a29595023e6105cf&type=total&ucfs=1&,Meliá Valencia,Caoimhe,Reino Unido,Habitación Meliá,1 noche ·,Persona que viaja sola,Muy bien,,,"8,0",Fecha del comentario: 12 de enero de 2026,"9,0","9,1",,"8,8","8,3","9,0","8,3","8,6",Fabuloso
1776375264-2327,https://www.booking.com/hotel/es/melia-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIObWVsaWEtdmFsZW5jaWFIClgDaEaIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoShhc8GwAIB0gIkYTdiMDc1YmYtMzBlZi00NWYxLWI4OGQtYWZhYTI5ZjQ2MDgw2AIB4AIB&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776373904&srpvid=a29595023e6105cf&type=total&ucfs=1&,Meliá Valencia,Maha,Suiza,Habitación Meliá,6 noches ·,Persona que viaja sola,Excellent,,,10,Fecha del comentario: 8 de enero de 2026,"9,0","9,1",,"8,8","8,3","9,0","8,3","8,6",Fabuloso
1776375264-2328,https://www.booking.com/hotel/es/melia-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIObWVsaWEtdmFsZW5jaWFIClgDaEaIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoShhc8GwAIB0gIkYTdiMDc1YmYtMzBlZi00NWYxLWI4OGQtYWZhYTI5ZjQ2MDgw2AIB4AIB&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776373904&srpvid=a29595023e6105cf&type=total&ucfs=1&,Meliá Valencia,Robert,Reino Unido,Habitación Meliá,1 noche ·,En pareja,Fantástico,,,"9,0",Fecha del comentario: 6 de enero de 2026,"9,0","9,1",,"8,8","8,3","9,0","8,3","8,6",Fabuloso
1776375264-2329,https://www.booking.com/hotel/es/melia-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIObWVsaWEtdmFsZW5jaWFIClgDaEaIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoShhc8GwAIB0gIkYTdiMDc1YmYtMzBlZi00NWYxLWI4OGQtYWZhYTI5ZjQ2MDgw2AIB4AIB&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776373904&srpvid=a29595023e6105cf&type=total&ucfs=1&,Meliá Valencia,Xheni,Albania,Alojamiento The Level Supreme,3 noches ·,En pareja,Excepcional,,,10,Fecha del comentario: 5 de enero de 2026,"9,0","9,1",,"8,8","8,3","9,0","8,3","8,6",Fabuloso
1776375264-2330,https://www.booking.com/hotel/es/melia-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIObWVsaWEtdmFsZW5jaWFIClgDaEaIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoShhc8GwAIB0gIkYTdiMDc1YmYtMzBlZi00NWYxLWI4OGQtYWZhYTI5ZjQ2MDgw2AIB4AIB&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776373904&srpvid=a29595023e6105cf&type=total&ucfs=1&,Meliá Valencia,Maiia,España,Habitación Meliá,2 noches ·,En familia,Excepcional,,,10,Fecha del comentario: 4 de enero de 2026,"9,0","9,1",,"8,8","8,3","9,0","8,3","8,6",Fabuloso
1776375264-2331,https://www.booking.com/hotel/es/melia-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIObWVsaWEtdmFsZW5jaWFIClgDaEaIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoShhc8GwAIB0gIkYTdiMDc1YmYtMzBlZi00NWYxLWI4OGQtYWZhYTI5ZjQ2MDgw2AIB4AIB&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776373904&srpvid=a29595023e6105cf&type=total&ucfs=1&,Meliá Valencia,George,Reino Unido,Habitación Meliá con 1 cama extragrande,1 noche ·,En pareja,Excepcional,,,10,Fecha del comentario: 3 de enero de 2026,"9,0","9,1",,"8,8","8,3","9,0","8,3","8,6",Fabuloso
1776375264-2332,https://www.booking.com/hotel/es/melia-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIObWVsaWEtdmFsZW5jaWFIClgDaEaIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoShhc8GwAIB0gIkYTdiMDc1YmYtMzBlZi00NWYxLWI4OGQtYWZhYTI5ZjQ2MDgw2AIB4AIB&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776373904&srpvid=a29595023e6105cf&type=total&ucfs=1&,Meliá Valencia,Anthony,Kenia,Habitación Meliá,1 noche ·,En familia,Fantástico,,,"9,0",Fecha del comentario: 1 de enero de 2026,"9,0","9,1",,"8,8","8,3","9,0","8,3","8,6",Fabuloso
1776375264-2333,https://www.booking.com/hotel/es/melia-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIObWVsaWEtdmFsZW5jaWFIClgDaEaIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoShhc8GwAIB0gIkYTdiMDc1YmYtMzBlZi00NWYxLWI4OGQtYWZhYTI5ZjQ2MDgw2AIB4AIB&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776373904&srpvid=a29595023e6105cf&type=total&ucfs=1&,Meliá Valencia,Gonzalez,Estados Unidos,Habitación Meliá,2 noches ·,En familia,Muy bien,,,"8,0",Fecha del comentario: 25 de diciembre de 2025,"9,0","9,1",,"8,8","8,3","9,0","8,3","8,6",Fabuloso
1776375264-2334,https://www.booking.com/hotel/es/melia-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIObWVsaWEtdmFsZW5jaWFIClgDaEaIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoShhc8GwAIB0gIkYTdiMDc1YmYtMzBlZi00NWYxLWI4OGQtYWZhYTI5ZjQ2MDgw2AIB4AIB&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776373904&srpvid=a29595023e6105cf&type=total&ucfs=1&,Meliá Valencia,Hickinson,España,Habitación Meliá,3 noches ·,En familia,Excepcional,,,10,Fecha del comentario: 24 de diciembre de 2025,"9,0","9,1",,"8,8","8,3","9,0","8,3","8,6",Fabuloso
1776375264-2335,https://www.booking.com/hotel/es/melia-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIObWVsaWEtdmFsZW5jaWFIClgDaEaIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoShhc8GwAIB0gIkYTdiMDc1YmYtMzBlZi00NWYxLWI4OGQtYWZhYTI5ZjQ2MDgw2AIB4AIB&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776373904&srpvid=a29595023e6105cf&type=total&ucfs=1&,Meliá Valencia,Louise,Australia,Habitación Meliá,2 noches ·,En grupo,Excepcional,,,10,Fecha del comentario: 23 de diciembre de 2025,"9,0","9,1",,"8,8","8,3","9,0","8,3","8,6",Fabuloso
1776375264-2336,https://www.booking.com/hotel/es/melia-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIObWVsaWEtdmFsZW5jaWFIClgDaEaIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoShhc8GwAIB0gIkYTdiMDc1YmYtMzBlZi00NWYxLWI4OGQtYWZhYTI5ZjQ2MDgw2AIB4AIB&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776373904&srpvid=a29595023e6105cf&type=total&ucfs=1&,Meliá Valencia,Aleksey,España,Habitación Supreme,2 noches ·,En pareja,Muy bien,,,"8,0",Fecha del comentario: 21 de diciembre de 2025,"9,0","9,1",,"8,8","8,3","9,0","8,3","8,6",Fabuloso
1776375264-2337,https://www.booking.com/hotel/es/melia-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIObWVsaWEtdmFsZW5jaWFIClgDaEaIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoShhc8GwAIB0gIkYTdiMDc1YmYtMzBlZi00NWYxLWI4OGQtYWZhYTI5ZjQ2MDgw2AIB4AIB&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776373904&srpvid=a29595023e6105cf&type=total&ucfs=1&,Meliá Valencia,Massimiliano,Singapur,Habitación Meliá con 1 cama extragrande,1 noche ·,Persona que viaja sola,Muy bien,,,"8,0",Fecha del comentario: 21 de diciembre de 2025,"9,0","9,1",,"8,8","8,3","9,0","8,3","8,6",Fabuloso
1776375264-2338,https://www.booking.com/hotel/es/melia-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIObWVsaWEtdmFsZW5jaWFIClgDaEaIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoShhc8GwAIB0gIkYTdiMDc1YmYtMzBlZi00NWYxLWI4OGQtYWZhYTI5ZjQ2MDgw2AIB4AIB&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776373904&srpvid=a29595023e6105cf&type=total&ucfs=1&,Meliá Valencia,Jack,Reino Unido,Habitación Meliá con 1 cama extragrande,1 noche ·,En pareja,Excepcional,,,10,Fecha del comentario: 15 de diciembre de 2025,"9,0","9,1",,"8,8","8,3","9,0","8,3","8,6",Fabuloso
1776375264-2339,https://www.booking.com/hotel/es/melia-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIObWVsaWEtdmFsZW5jaWFIClgDaEaIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoShhc8GwAIB0gIkYTdiMDc1YmYtMzBlZi00NWYxLWI4OGQtYWZhYTI5ZjQ2MDgw2AIB4AIB&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776373904&srpvid=a29595023e6105cf&type=total&ucfs=1&,Meliá Valencia,Brandon,Estados Unidos,Habitación Meliá,1 noche ·,Persona que viaja sola,Excepcional,,,10,Fecha del comentario: 13 de diciembre de 2025,"9,0","9,1",,"8,8","8,3","9,0","8,3","8,6",Fabuloso
1776375264-2340,https://www.booking.com/hotel/es/melia-valencia.es.html?aid=356980&label=gog235jc-10CAsoRkIObWVsaWEtdmFsZW5jaWFIClgDaEaIAQGYATO4ARfIAQzYAQPoAQH4AQGIAgGoAgG4AoShhc8GwAIB0gIkYTdiMDc1YmYtMzBlZi00NWYxLWI4OGQtYWZhYTI5ZjQ2MDgw2AIB4AIB&sid=e0273f6555d680859423d757f926d3cf&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776373904&srpvid=a29595023e6105cf&type=total&ucfs=1&,Meliá Valencia,Miguel,España,Habitación Meliá,2 noches ·,En familia,Excepcional,,,10,Fecha del comentario: 11 de diciembre de 2025,"9,0","9,1",,"8,8","8,3","9,0","8,3","8,6",Fabuloso
