web_scraper_order,web_scraper_start_url,nombre_del_hotel,nombre_usuario,nacionalidad,detalles_hab,noches,personas,comentario_general,positivo,negativo,nota,fecha,nota_personal,nota_confort,nota_wifi,nota_instalaciones_servicios,nota_calidad_precio,nota_limpieza,nota_ubicacion,nota_media_resenas,comentario_media_hotel
"1776284293-291","https://www.booking.com/hotel/es/nh-valencia-las-ciencias.es.html?aid=356980&label=gog235jc-10CAsoRkIYbmgtdmFsZW5jaWEtbGFzLWNpZW5jaWFzSApYA2hGiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALa1v3OBsACAdICJDlhZmNlZjUzLWVmYmUtNGMwNC1hYjBlLTA2ODNjZWM1OGQ4Y9gCAeACAQ&sid=afddae5c6fc30453f2483d9a4a11013d&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776249701&srpvid=5aba4b2d576509e7&type=total&ucfs=1&","NH Valencia Las Ciencias","Jean","España","","3 noches ·","En pareja","Buen hotel pero el tema parking resta puntos.","Excelente localización céntrica. Excelente desayuno buffet. Cama muy cómoda. Personal amable. Habitación bastante acogedora. Con varios ascensores.","Armario muy pequeño. Lo que hay en el minibar lo cobraban aparte y eso no lo avisan, tuvimos que preguntarlo habiendo visto el comentario de otra persona. 
El parking te lo cobran aparte y a un precio muy alto, me parece una falta grave con sus clientes.","8,0","Fecha del comentario: 8 de septiembre de 2023","8,7","8,2","7,8","7,8","7,6","8,4","8,9","7,9","Bien"
"1776284293-292","https://www.booking.com/hotel/es/nh-valencia-las-ciencias.es.html?aid=356980&label=gog235jc-10CAsoRkIYbmgtdmFsZW5jaWEtbGFzLWNpZW5jaWFzSApYA2hGiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALa1v3OBsACAdICJDlhZmNlZjUzLWVmYmUtNGMwNC1hYjBlLTA2ODNjZWM1OGQ4Y9gCAeACAQ&sid=afddae5c6fc30453f2483d9a4a11013d&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776249701&srpvid=5aba4b2d576509e7&type=total&ucfs=1&","NH Valencia Las Ciencias","Pol","España","","3 noches ·","En pareja","Comoda, asequible","Buen servicio, atención, ubicación y comodidad","Los acabados de la habitación en la que nos alojamos podrían mejorar","8,0","Fecha del comentario: 28 de agosto de 2023","8,7","8,2","7,8","7,8","7,6","8,4","8,9","7,9","Bien"
"1776284293-293","https://www.booking.com/hotel/es/nh-valencia-las-ciencias.es.html?aid=356980&label=gog235jc-10CAsoRkIYbmgtdmFsZW5jaWEtbGFzLWNpZW5jaWFzSApYA2hGiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALa1v3OBsACAdICJDlhZmNlZjUzLWVmYmUtNGMwNC1hYjBlLTA2ODNjZWM1OGQ4Y9gCAeACAQ&sid=afddae5c6fc30453f2483d9a4a11013d&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776249701&srpvid=5aba4b2d576509e7&type=total&ucfs=1&","NH Valencia Las Ciencias","Carlos","España","","2 noches ·","En pareja","Hotel bastante pasable","Ubicación, aparcamiento cerca","Tomarse atribuciones como cambiar de cama grande a dos camas y tener que reclamar","8,0","Fecha del comentario: 24 de agosto de 2023","8,7","8,2","7,8","7,8","7,6","8,4","8,9","7,9","Bien"
"1776284293-294","https://www.booking.com/hotel/es/nh-valencia-las-ciencias.es.html?aid=356980&label=gog235jc-10CAsoRkIYbmgtdmFsZW5jaWEtbGFzLWNpZW5jaWFzSApYA2hGiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALa1v3OBsACAdICJDlhZmNlZjUzLWVmYmUtNGMwNC1hYjBlLTA2ODNjZWM1OGQ4Y9gCAeACAQ&sid=afddae5c6fc30453f2483d9a4a11013d&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776249701&srpvid=5aba4b2d576509e7&type=total&ucfs=1&","NH Valencia Las Ciencias","Héctor","España","Habitación Doble Estándar con cama supletoria (2 adultos + 1 niño) - 1 o 2 camas","1 noche ·","En familia","Buen hotel para visitar la ciudad de las aa y las cc","Muy buena ubicación para visitar la ciudad de las artes y las ciencias.","El precio del desayuno","9,0","Fecha del comentario: 23 de agosto de 2023","8,7","8,2","7,8","7,8","7,6","8,4","8,9","7,9","Bien"
"1776284293-295","https://www.booking.com/hotel/es/nh-valencia-las-ciencias.es.html?aid=356980&label=gog235jc-10CAsoRkIYbmgtdmFsZW5jaWEtbGFzLWNpZW5jaWFzSApYA2hGiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALa1v3OBsACAdICJDlhZmNlZjUzLWVmYmUtNGMwNC1hYjBlLTA2ODNjZWM1OGQ4Y9gCAeACAQ&sid=afddae5c6fc30453f2483d9a4a11013d&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776249701&srpvid=5aba4b2d576509e7&type=total&ucfs=1&","NH Valencia Las Ciencias","Karina","España","","1 noche ·","En pareja","Solo estuve por 1 día y fue muy bien","Todo","Todo me gusto","9,0","Fecha del comentario: 23 de agosto de 2023","8,7","8,2","7,8","7,8","7,6","8,4","8,9","7,9","Bien"
"1776284293-296","https://www.booking.com/hotel/es/nh-valencia-las-ciencias.es.html?aid=356980&label=gog235jc-10CAsoRkIYbmgtdmFsZW5jaWEtbGFzLWNpZW5jaWFzSApYA2hGiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALa1v3OBsACAdICJDlhZmNlZjUzLWVmYmUtNGMwNC1hYjBlLTA2ODNjZWM1OGQ4Y9gCAeACAQ&sid=afddae5c6fc30453f2483d9a4a11013d&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776249701&srpvid=5aba4b2d576509e7&type=total&ucfs=1&","NH Valencia Las Ciencias","E","España","","1 noche ·","En familia","Muy recomendable","Trato del personal , comodidad , ubicación","No me puedo quejar","8,0","Fecha del comentario: 21 de agosto de 2023","8,7","8,2","7,8","7,8","7,6","8,4","8,9","7,9","Bien"
"1776284293-297","https://www.booking.com/hotel/es/nh-valencia-las-ciencias.es.html?aid=356980&label=gog235jc-10CAsoRkIYbmgtdmFsZW5jaWEtbGFzLWNpZW5jaWFzSApYA2hGiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALa1v3OBsACAdICJDlhZmNlZjUzLWVmYmUtNGMwNC1hYjBlLTA2ODNjZWM1OGQ4Y9gCAeACAQ&sid=afddae5c6fc30453f2483d9a4a11013d&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776249701&srpvid=5aba4b2d576509e7&type=total&ucfs=1&","NH Valencia Las Ciencias","Juan","España","","2 noches ·","En pareja","Muy bien","","El parking y el desayuno.
Muy costosos.","8,0","Fecha del comentario: 20 de agosto de 2023","8,7","8,2","7,8","7,8","7,6","8,4","8,9","7,9","Bien"
"1776284293-298","https://www.booking.com/hotel/es/nh-valencia-las-ciencias.es.html?aid=356980&label=gog235jc-10CAsoRkIYbmgtdmFsZW5jaWEtbGFzLWNpZW5jaWFzSApYA2hGiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALa1v3OBsACAdICJDlhZmNlZjUzLWVmYmUtNGMwNC1hYjBlLTA2ODNjZWM1OGQ4Y9gCAeACAQ&sid=afddae5c6fc30453f2483d9a4a11013d&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776249701&srpvid=5aba4b2d576509e7&type=total&ucfs=1&","NH Valencia Las Ciencias","Righetti","Italia","","3 noches ·","En familia","Muy bien","La ubicación excelente pero el hotel no tiene servicios adicionales","","8,0","Fecha del comentario: 19 de agosto de 2023","8,7","8,2","7,8","7,8","7,6","8,4","8,9","7,9","Bien"
"1776284293-299","https://www.booking.com/hotel/es/nh-valencia-las-ciencias.es.html?aid=356980&label=gog235jc-10CAsoRkIYbmgtdmFsZW5jaWEtbGFzLWNpZW5jaWFzSApYA2hGiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALa1v3OBsACAdICJDlhZmNlZjUzLWVmYmUtNGMwNC1hYjBlLTA2ODNjZWM1OGQ4Y9gCAeACAQ&sid=afddae5c6fc30453f2483d9a4a11013d&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776249701&srpvid=5aba4b2d576509e7&type=total&ucfs=1&","NH Valencia Las Ciencias","Mary","España","","1 noche ·","En pareja","Muy buen servicio","Estaba muy bien ubicado","El baño era un poco incomodo","9,0","Fecha del comentario: 19 de agosto de 2023","8,7","8,2","7,8","7,8","7,6","8,4","8,9","7,9","Bien"
"1776284293-300","https://www.booking.com/hotel/es/nh-valencia-las-ciencias.es.html?aid=356980&label=gog235jc-10CAsoRkIYbmgtdmFsZW5jaWEtbGFzLWNpZW5jaWFzSApYA2hGiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALa1v3OBsACAdICJDlhZmNlZjUzLWVmYmUtNGMwNC1hYjBlLTA2ODNjZWM1OGQ4Y9gCAeACAQ&sid=afddae5c6fc30453f2483d9a4a11013d&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776249701&srpvid=5aba4b2d576509e7&type=total&ucfs=1&","NH Valencia Las Ciencias","Farías","Chile","","2 noches ·","Persona que viaja sola","Recomendable","Las ventajas del lugar es que está a una cuadra de la ciudad de las artes y ciencias. En relación a precio calidad (y en comparación con la zona) me pareció aceptable.","Tener que ir a desayunar al hotel de al lado. También un NH.","8,0","Fecha del comentario: 14 de agosto de 2023","8,7","8,2","7,8","7,8","7,6","8,4","8,9","7,9","Bien"
"1776284293-301","https://www.booking.com/hotel/es/nh-valencia-las-ciencias.es.html?aid=356980&label=gog235jc-10CAsoRkIYbmgtdmFsZW5jaWEtbGFzLWNpZW5jaWFzSApYA2hGiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALa1v3OBsACAdICJDlhZmNlZjUzLWVmYmUtNGMwNC1hYjBlLTA2ODNjZWM1OGQ4Y9gCAeACAQ&sid=afddae5c6fc30453f2483d9a4a11013d&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776249701&srpvid=5aba4b2d576509e7&type=total&ucfs=1&","NH Valencia Las Ciencias","Elisa","España","","3 noches ·","En familia","Fantástico","Buena ubicación, el personal muy amable, el servicio de limpieza de la habitación muy bueno.
En general bastante bien, buena experiencia.","Lo peor fue el parking........difícil el acceso tanto de entrada como de salida.....plazas escasas y algunas muy pequeñas.....a veces inaccesible.","9,0","Fecha del comentario: 14 de agosto de 2023","8,7","8,2","7,8","7,8","7,6","8,4","8,9","7,9","Bien"
"1776284293-302","https://www.booking.com/hotel/es/nh-valencia-las-ciencias.es.html?aid=356980&label=gog235jc-10CAsoRkIYbmgtdmFsZW5jaWEtbGFzLWNpZW5jaWFzSApYA2hGiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALa1v3OBsACAdICJDlhZmNlZjUzLWVmYmUtNGMwNC1hYjBlLTA2ODNjZWM1OGQ4Y9gCAeACAQ&sid=afddae5c6fc30453f2483d9a4a11013d&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776249701&srpvid=5aba4b2d576509e7&type=total&ucfs=1&","NH Valencia Las Ciencias","Romina","Argentina","Habitación Doble Estándar con cama supletoria (2 adultos + 1 niño) - 1 o 2 camas","2 noches ·","En familia","Muy bien","El hotel era moderno. Ubicado en un lugar tranquilo, pero lejos del centro y de la estación de tren.","El desayuno es en un bar que está a unos metros. No tiene piscina entonces te permiten acceder a la del hotel de al lado, NH las artes. Pero te hacen pagar (no recuerdo cuanto), lo hice para que vayan los niños pero no sólo que es techada, sino que está en el subsuelo sin salida al exterior... una humedad y sensación de ahogo increíble. El verano no vale la pena pagar ni un peso porque vas a estar media hora con suerte.","8,0","Fecha del comentario: 13 de agosto de 2023","8,7","8,2","7,8","7,8","7,6","8,4","8,9","7,9","Bien"
"1776284293-303","https://www.booking.com/hotel/es/nh-valencia-las-ciencias.es.html?aid=356980&label=gog235jc-10CAsoRkIYbmgtdmFsZW5jaWEtbGFzLWNpZW5jaWFzSApYA2hGiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALa1v3OBsACAdICJDlhZmNlZjUzLWVmYmUtNGMwNC1hYjBlLTA2ODNjZWM1OGQ4Y9gCAeACAQ&sid=afddae5c6fc30453f2483d9a4a11013d&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776249701&srpvid=5aba4b2d576509e7&type=total&ucfs=1&","NH Valencia Las Ciencias","Esther","España","Habitación Doble Estándar con cama supletoria - 1 o 2 camas","1 noche ·","En familia","Bien","La ubicación respecto a la ciudad de las ciencias","El baño era extremadamente pequeño para cerrar la puerta tenías que sentarte en la bañera...menos mal que solo pase una noche...las camas muy cómodas.","7,0","Fecha del comentario: 13 de agosto de 2023","8,7","8,2","7,8","7,8","7,6","8,4","8,9","7,9","Bien"
"1776284293-304","https://www.booking.com/hotel/es/nh-valencia-las-ciencias.es.html?aid=356980&label=gog235jc-10CAsoRkIYbmgtdmFsZW5jaWEtbGFzLWNpZW5jaWFzSApYA2hGiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALa1v3OBsACAdICJDlhZmNlZjUzLWVmYmUtNGMwNC1hYjBlLTA2ODNjZWM1OGQ4Y9gCAeACAQ&sid=afddae5c6fc30453f2483d9a4a11013d&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776249701&srpvid=5aba4b2d576509e7&type=total&ucfs=1&","NH Valencia Las Ciencias","Ana","España","Habitación Doble Estándar con cama supletoria (2 adultos + 1 niño) - 1 o 2 camas","4 noches ·","En familia","Buena estadía","La tranquilidad y ubicación","","9,0","Fecha del comentario: 4 de agosto de 2023","8,7","8,2","7,8","7,8","7,6","8,4","8,9","7,9","Bien"
"1776284293-305","https://www.booking.com/hotel/es/nh-valencia-las-ciencias.es.html?aid=356980&label=gog235jc-10CAsoRkIYbmgtdmFsZW5jaWEtbGFzLWNpZW5jaWFzSApYA2hGiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALa1v3OBsACAdICJDlhZmNlZjUzLWVmYmUtNGMwNC1hYjBlLTA2ODNjZWM1OGQ4Y9gCAeACAQ&sid=afddae5c6fc30453f2483d9a4a11013d&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776249701&srpvid=5aba4b2d576509e7&type=total&ucfs=1&","NH Valencia Las Ciencias","Grafik","España","","2 noches ·","Persona que viaja sola","Fantástico","ubicacion, parking, limpieza, personal","","9,0","Fecha del comentario: 3 de agosto de 2023","8,7","8,2","7,8","7,8","7,6","8,4","8,9","7,9","Bien"
"1776284293-306","https://www.booking.com/hotel/es/nh-valencia-las-ciencias.es.html?aid=356980&label=gog235jc-10CAsoRkIYbmgtdmFsZW5jaWEtbGFzLWNpZW5jaWFzSApYA2hGiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALa1v3OBsACAdICJDlhZmNlZjUzLWVmYmUtNGMwNC1hYjBlLTA2ODNjZWM1OGQ4Y9gCAeACAQ&sid=afddae5c6fc30453f2483d9a4a11013d&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776249701&srpvid=5aba4b2d576509e7&type=total&ucfs=1&","NH Valencia Las Ciencias","Adrián","España","","2 noches ·","En pareja","Fantastica opción para un finde.","Desayuno muy bueno, la cama muy cómoda, fácil para aparcar por las proximidades. Al lado de la Ciudad de las Artes y las Ciencias y magnificamente conectado con el resto de la ciudad. Para repetir.","Por sacar un pero, el grifo de la ducha que para regular la temperatura costaba un poco pillar el punto exacto. Pero vamos, que es rizar el rizo. Estaba todo de categoría!!!!","9,0","Fecha del comentario: 31 de julio de 2023","8,7","8,2","7,8","7,8","7,6","8,4","8,9","7,9","Bien"
"1776284293-307","https://www.booking.com/hotel/es/nh-valencia-las-ciencias.es.html?aid=356980&label=gog235jc-10CAsoRkIYbmgtdmFsZW5jaWEtbGFzLWNpZW5jaWFzSApYA2hGiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALa1v3OBsACAdICJDlhZmNlZjUzLWVmYmUtNGMwNC1hYjBlLTA2ODNjZWM1OGQ4Y9gCAeACAQ&sid=afddae5c6fc30453f2483d9a4a11013d&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776249701&srpvid=5aba4b2d576509e7&type=total&ucfs=1&","NH Valencia Las Ciencias","Miriam","España","","1 noche ·","En pareja","Fantástico","La habitación todo correcto","Todo genial","9,0","Fecha del comentario: 17 de julio de 2023","8,7","8,2","7,8","7,8","7,6","8,4","8,9","7,9","Bien"
"1776284293-308","https://www.booking.com/hotel/es/nh-valencia-las-ciencias.es.html?aid=356980&label=gog235jc-10CAsoRkIYbmgtdmFsZW5jaWEtbGFzLWNpZW5jaWFzSApYA2hGiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALa1v3OBsACAdICJDlhZmNlZjUzLWVmYmUtNGMwNC1hYjBlLTA2ODNjZWM1OGQ4Y9gCAeACAQ&sid=afddae5c6fc30453f2483d9a4a11013d&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776249701&srpvid=5aba4b2d576509e7&type=total&ucfs=1&","NH Valencia Las Ciencias","Romina","Argentina","Habitación Doble Estándar con cama supletoria (2 adultos + 1 niño) - 1 o 2 camas","2 noches ·","En familia","Muy bien","las instalaciones modernas.","Como el NH las ciencias es 3 estrellas y no tiene piscina, podes usar la del hotel NH las artes que es 4 estrellas y esta pegado, pero te cobran 5,50 euros!!!!! 
Me pareció no sólo excesivo, sino que no lo vale ya que es una piscina cerrada y chica.","8,0","Fecha del comentario: 15 de julio de 2023","8,7","8,2","7,8","7,8","7,6","8,4","8,9","7,9","Bien"
"1776284293-309","https://www.booking.com/hotel/es/nh-valencia-las-ciencias.es.html?aid=356980&label=gog235jc-10CAsoRkIYbmgtdmFsZW5jaWEtbGFzLWNpZW5jaWFzSApYA2hGiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALa1v3OBsACAdICJDlhZmNlZjUzLWVmYmUtNGMwNC1hYjBlLTA2ODNjZWM1OGQ4Y9gCAeACAQ&sid=afddae5c6fc30453f2483d9a4a11013d&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776249701&srpvid=5aba4b2d576509e7&type=total&ucfs=1&","NH Valencia Las Ciencias","Rita","Italia","","1 noche ·","En pareja","Fantástico","La ubicación y el personal.","El cuarto de baño pequeño.","9,0","Fecha del comentario: 5 de julio de 2023","8,7","8,2","7,8","7,8","7,6","8,4","8,9","7,9","Bien"
"1776284293-310","https://www.booking.com/hotel/es/nh-valencia-las-ciencias.es.html?aid=356980&label=gog235jc-10CAsoRkIYbmgtdmFsZW5jaWEtbGFzLWNpZW5jaWFzSApYA2hGiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALa1v3OBsACAdICJDlhZmNlZjUzLWVmYmUtNGMwNC1hYjBlLTA2ODNjZWM1OGQ4Y9gCAeACAQ&sid=afddae5c6fc30453f2483d9a4a11013d&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776249701&srpvid=5aba4b2d576509e7&type=total&ucfs=1&","NH Valencia Las Ciencias","Alejandro","España","","1 noche ·","En pareja","Muy bien","La ubicación cerca de la ciudad de las artes y las ciencias y la limpieza.","","8,0","Fecha del comentario: 3 de julio de 2023","8,7","8,2","7,8","7,8","7,6","8,4","8,9","7,9","Bien"
"1776284293-311","https://www.booking.com/hotel/es/nh-valencia-las-ciencias.es.html?aid=356980&label=gog235jc-10CAsoRkIYbmgtdmFsZW5jaWEtbGFzLWNpZW5jaWFzSApYA2hGiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALa1v3OBsACAdICJDlhZmNlZjUzLWVmYmUtNGMwNC1hYjBlLTA2ODNjZWM1OGQ4Y9gCAeACAQ&sid=afddae5c6fc30453f2483d9a4a11013d&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776249701&srpvid=5aba4b2d576509e7&type=total&ucfs=1&","NH Valencia Las Ciencias","Jose","España","","7 noches ·","En pareja","Muy bien","La ubicación y sobre todo limpieza y amabilidad","","8,0","Fecha del comentario: 2 de julio de 2023","8,7","8,2","7,8","7,8","7,6","8,4","8,9","7,9","Bien"
"1776284293-312","https://www.booking.com/hotel/es/nh-valencia-las-ciencias.es.html?aid=356980&label=gog235jc-10CAsoRkIYbmgtdmFsZW5jaWEtbGFzLWNpZW5jaWFzSApYA2hGiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALa1v3OBsACAdICJDlhZmNlZjUzLWVmYmUtNGMwNC1hYjBlLTA2ODNjZWM1OGQ4Y9gCAeACAQ&sid=afddae5c6fc30453f2483d9a4a11013d&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776249701&srpvid=5aba4b2d576509e7&type=total&ucfs=1&","NH Valencia Las Ciencias","Linda","España","","1 noche ·","En pareja","Fin de semana en pareja","La ubicación cerca del museo y del oceanografic. Además tenia una parada de tranvía cerca del hotel y al irnos se ofrecieron a llamar a un taxi hasta la estación.","","8,0","Fecha del comentario: 16 de junio de 2023","8,7","8,2","7,8","7,8","7,6","8,4","8,9","7,9","Bien"
"1776284293-313","https://www.booking.com/hotel/es/nh-valencia-las-ciencias.es.html?aid=356980&label=gog235jc-10CAsoRkIYbmgtdmFsZW5jaWEtbGFzLWNpZW5jaWFzSApYA2hGiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALa1v3OBsACAdICJDlhZmNlZjUzLWVmYmUtNGMwNC1hYjBlLTA2ODNjZWM1OGQ4Y9gCAeACAQ&sid=afddae5c6fc30453f2483d9a4a11013d&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776249701&srpvid=5aba4b2d576509e7&type=total&ucfs=1&","NH Valencia Las Ciencias","Luis","España","","1 noche ·","En pareja","Para pasar un finde rápido...y en el centro.","Ubicación inmejorable.","Tener al lado la habitación de la limpieza para el personal del hotel.","7,0","Fecha del comentario: 15 de junio de 2023","8,7","8,2","7,8","7,8","7,6","8,4","8,9","7,9","Bien"
"1776284293-314","https://www.booking.com/hotel/es/nh-valencia-las-ciencias.es.html?aid=356980&label=gog235jc-10CAsoRkIYbmgtdmFsZW5jaWEtbGFzLWNpZW5jaWFzSApYA2hGiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALa1v3OBsACAdICJDlhZmNlZjUzLWVmYmUtNGMwNC1hYjBlLTA2ODNjZWM1OGQ4Y9gCAeACAQ&sid=afddae5c6fc30453f2483d9a4a11013d&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776249701&srpvid=5aba4b2d576509e7&type=total&ucfs=1&","NH Valencia Las Ciencias","Manuel","España","","1 noche ·","En pareja","ocio","habitación pequeña","la ubicación","7,0","Fecha del comentario: 11 de junio de 2023","8,7","8,2","7,8","7,8","7,6","8,4","8,9","7,9","Bien"
"1776284293-315","https://www.booking.com/hotel/es/nh-valencia-las-ciencias.es.html?aid=356980&label=gog235jc-10CAsoRkIYbmgtdmFsZW5jaWEtbGFzLWNpZW5jaWFzSApYA2hGiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuALa1v3OBsACAdICJDlhZmNlZjUzLWVmYmUtNGMwNC1hYjBlLTA2ODNjZWM1OGQ4Y9gCAeACAQ&sid=afddae5c6fc30453f2483d9a4a11013d&dest_id=-406131&dest_type=city&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&sr_order=popularity&srepoch=1776249701&srpvid=5aba4b2d576509e7&type=total&ucfs=1&","NH Valencia Las Ciencias","Ester","España","","1 noche ·","En pareja","Muy bien","Ubicación","Parking lleno","8,0","Fecha del comentario: 10 de junio de 2023","8,7","8,2","7,8","7,8","7,6","8,4","8,9","7,9","Bien"
