web_scraper_order,web_scraper_start_url,nombre_del_hotel,nombre_usuario,nacionalidad,detalles_hab,noches,personas,comentario_general,positivo,negativo,nota,fecha,nota_personal,nota_confort,nota_wifi,nota_instalaciones_servicios,nota_calidad_precio,nota_limpieza,nota_ubicacion,nota_media_resenas,comentario_media_hotel
1776285103-429,https://www.booking.com/hotel/es/las-arenas-ca-n-pastilla-palma.es.html?aid=2311236&label=es-es-booking-desktop-KFCifIIdfodgoKudXjro1wS652829001115%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9198307%3Ali%3Adec%3Adm&sid=ddc5dd2c08976c6436a05286a996cd64&checkin=2026-04-17&checkout=2026-04-18&dest_id=14857&dest_type=hotel&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&soh=1&sr_order=popularity&srepoch=1776274716&srpvid=6aa47c09924a0078&type=total&ucfs=1&#no_availability_msg,Hotel Las Arenas Balneario Resort,Wendy,Canadá,Habitación Doble Estándar,5 noches ·,En pareja,"Peaceful, and quiet.","The roof top pool,location, friendly and helpful staff,comfortable beds. Good value, 
The entertainment the hotel provided in the evening. The singer was great! Can't remember her name.",The rooms were small. Beds were 2 single beds pushed together.,"8,0",Fecha del comentario: 7 de mayo de 2023,"8,9","8,9","8,3","8,6","8,5","8,9","9,2","8,6",Fabuloso
1776285103-430,https://www.booking.com/hotel/es/las-arenas-ca-n-pastilla-palma.es.html?aid=2311236&label=es-es-booking-desktop-KFCifIIdfodgoKudXjro1wS652829001115%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9198307%3Ali%3Adec%3Adm&sid=ddc5dd2c08976c6436a05286a996cd64&checkin=2026-04-17&checkout=2026-04-18&dest_id=14857&dest_type=hotel&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&soh=1&sr_order=popularity&srepoch=1776274716&srpvid=6aa47c09924a0078&type=total&ucfs=1&#no_availability_msg,Hotel Las Arenas Balneario Resort,Natalie,Reino Unido,Habitación Doble con vistas al mar,6 noches ·,En pareja,"Overall very comfortable, convinient (taxi orders from reception) and friendly - we would stay there again.","So close to the beach, very clean and always smelt lovely when we went through reception.",The pool was in the shade for a large part of the day but other than that it was lovely.,"9,0",Fecha del comentario: 7 de mayo de 2023,"8,9","8,9","8,3","8,6","8,5","8,9","9,2","8,6",Fabuloso
1776285103-431,https://www.booking.com/hotel/es/las-arenas-ca-n-pastilla-palma.es.html?aid=2311236&label=es-es-booking-desktop-KFCifIIdfodgoKudXjro1wS652829001115%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9198307%3Ali%3Adec%3Adm&sid=ddc5dd2c08976c6436a05286a996cd64&checkin=2026-04-17&checkout=2026-04-18&dest_id=14857&dest_type=hotel&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&soh=1&sr_order=popularity&srepoch=1776274716&srpvid=6aa47c09924a0078&type=total&ucfs=1&#no_availability_msg,Hotel Las Arenas Balneario Resort,Gwenyth,Reino Unido,Habitación Doble Estándar,1 noche ·,En grupo,"great hotel,  value for money","roof top pool was fabulous with amazing views 
breakfast was excellent lots of choices",nothing,10,Fecha del comentario: 7 de mayo de 2023,"8,9","8,9","8,3","8,6","8,5","8,9","9,2","8,6",Fabuloso
1776285103-432,https://www.booking.com/hotel/es/las-arenas-ca-n-pastilla-palma.es.html?aid=2311236&label=es-es-booking-desktop-KFCifIIdfodgoKudXjro1wS652829001115%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9198307%3Ali%3Adec%3Adm&sid=ddc5dd2c08976c6436a05286a996cd64&checkin=2026-04-17&checkout=2026-04-18&dest_id=14857&dest_type=hotel&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&soh=1&sr_order=popularity&srepoch=1776274716&srpvid=6aa47c09924a0078&type=total&ucfs=1&#no_availability_msg,Hotel Las Arenas Balneario Resort,Agnes,Irlanda,Habitación Doble con vistas laterales al mar,5 noches ·,En familia,Excepcional,Love this hotel. Large spacious spotless hotel. Staff exceptional. Food great. We will be back. Pity about the weather this trip  I love the closeness to Palma and the airport. Palma a fabulous city.,Weather.,10,Fecha del comentario: 3 de mayo de 2023,"8,9","8,9","8,3","8,6","8,5","8,9","9,2","8,6",Fabuloso
1776285103-433,https://www.booking.com/hotel/es/las-arenas-ca-n-pastilla-palma.es.html?aid=2311236&label=es-es-booking-desktop-KFCifIIdfodgoKudXjro1wS652829001115%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9198307%3Ali%3Adec%3Adm&sid=ddc5dd2c08976c6436a05286a996cd64&checkin=2026-04-17&checkout=2026-04-18&dest_id=14857&dest_type=hotel&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&soh=1&sr_order=popularity&srepoch=1776274716&srpvid=6aa47c09924a0078&type=total&ucfs=1&#no_availability_msg,Hotel Las Arenas Balneario Resort,Paul,Reino Unido,Habitación Doble Estándar,5 noches ·,En pareja,excellent short break,excellent location hotel lovely and clean staff pleasant,nothing,10,Fecha del comentario: 1 de mayo de 2023,"8,9","8,9","8,3","8,6","8,5","8,9","9,2","8,6",Fabuloso
1776285103-434,https://www.booking.com/hotel/es/las-arenas-ca-n-pastilla-palma.es.html?aid=2311236&label=es-es-booking-desktop-KFCifIIdfodgoKudXjro1wS652829001115%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9198307%3Ali%3Adec%3Adm&sid=ddc5dd2c08976c6436a05286a996cd64&checkin=2026-04-17&checkout=2026-04-18&dest_id=14857&dest_type=hotel&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&soh=1&sr_order=popularity&srepoch=1776274716&srpvid=6aa47c09924a0078&type=total&ucfs=1&#no_availability_msg,Hotel Las Arenas Balneario Resort,Roshanak,Alemania,Habitación Individual Estándar,3 noches ·,Persona que viaja sola,Recommend it definitely,"Sky bar was great and everything was really nice , clean and good breakfast",just a bit cold at night,10,Fecha del comentario: 26 de abril de 2023,"8,9","8,9","8,3","8,6","8,5","8,9","9,2","8,6",Fabuloso
1776285103-435,https://www.booking.com/hotel/es/las-arenas-ca-n-pastilla-palma.es.html?aid=2311236&label=es-es-booking-desktop-KFCifIIdfodgoKudXjro1wS652829001115%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9198307%3Ali%3Adec%3Adm&sid=ddc5dd2c08976c6436a05286a996cd64&checkin=2026-04-17&checkout=2026-04-18&dest_id=14857&dest_type=hotel&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&soh=1&sr_order=popularity&srepoch=1776274716&srpvid=6aa47c09924a0078&type=total&ucfs=1&#no_availability_msg,Hotel Las Arenas Balneario Resort,Sonia,Reino Unido,Habitación Doble con vistas al mar,4 noches ·,En pareja,"Great location, friendly and value for money",Amazing breakfast. Lovely comfy room and great location. No noise came in from outside. Very friendly staff.,Noise into the room from the corridor wasn't great - we could hear everyone going past.,"9,0",Fecha del comentario: 25 de abril de 2023,"8,9","8,9","8,3","8,6","8,5","8,9","9,2","8,6",Fabuloso
1776285103-436,https://www.booking.com/hotel/es/las-arenas-ca-n-pastilla-palma.es.html?aid=2311236&label=es-es-booking-desktop-KFCifIIdfodgoKudXjro1wS652829001115%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9198307%3Ali%3Adec%3Adm&sid=ddc5dd2c08976c6436a05286a996cd64&checkin=2026-04-17&checkout=2026-04-18&dest_id=14857&dest_type=hotel&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&soh=1&sr_order=popularity&srepoch=1776274716&srpvid=6aa47c09924a0078&type=total&ucfs=1&#no_availability_msg,Hotel Las Arenas Balneario Resort,Alex,Reino Unido,Habitación Doble con vistas al mar,4 noches ·,En pareja,Almost perfect.,Great location. beautiful decor. wonderful food.,"we paid for a room with air conditioning. when we reported ours wasn’t working to reception they informed us the air con only blows hot, not cold. perhaps this is a seasonal thing, but it was hot at night and too noisy to keep the balcony door open. unfortunately this did disturb our sleep during our holiday.","9,0",Fecha del comentario: 25 de abril de 2023,"8,9","8,9","8,3","8,6","8,5","8,9","9,2","8,6",Fabuloso
1776285103-437,https://www.booking.com/hotel/es/las-arenas-ca-n-pastilla-palma.es.html?aid=2311236&label=es-es-booking-desktop-KFCifIIdfodgoKudXjro1wS652829001115%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9198307%3Ali%3Adec%3Adm&sid=ddc5dd2c08976c6436a05286a996cd64&checkin=2026-04-17&checkout=2026-04-18&dest_id=14857&dest_type=hotel&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&soh=1&sr_order=popularity&srepoch=1776274716&srpvid=6aa47c09924a0078&type=total&ucfs=1&#no_availability_msg,Hotel Las Arenas Balneario Resort,Moira,España,Habitación Individual Estándar,3 noches ·,En grupo,Wonderful stay buy just a few problems for a excellent hotel.,"Breakfast, sea-front location",Noise from people in the corridors (early or late). Noise from deliveries in the road-way next door. Lack of English TV for news. No Coffee making facilities in the room.,10,Fecha del comentario: 25 de abril de 2023,"8,9","8,9","8,3","8,6","8,5","8,9","9,2","8,6",Fabuloso
1776285103-438,https://www.booking.com/hotel/es/las-arenas-ca-n-pastilla-palma.es.html?aid=2311236&label=es-es-booking-desktop-KFCifIIdfodgoKudXjro1wS652829001115%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9198307%3Ali%3Adec%3Adm&sid=ddc5dd2c08976c6436a05286a996cd64&checkin=2026-04-17&checkout=2026-04-18&dest_id=14857&dest_type=hotel&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&soh=1&sr_order=popularity&srepoch=1776274716&srpvid=6aa47c09924a0078&type=total&ucfs=1&#no_availability_msg,Hotel Las Arenas Balneario Resort,Roy,Reino Unido,Habitación Individual Estándar,3 noches ·,Persona que viaja sola,brilliant,everything,nothing,10,Fecha del comentario: 24 de abril de 2023,"8,9","8,9","8,3","8,6","8,5","8,9","9,2","8,6",Fabuloso
1776285103-439,https://www.booking.com/hotel/es/las-arenas-ca-n-pastilla-palma.es.html?aid=2311236&label=es-es-booking-desktop-KFCifIIdfodgoKudXjro1wS652829001115%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9198307%3Ali%3Adec%3Adm&sid=ddc5dd2c08976c6436a05286a996cd64&checkin=2026-04-17&checkout=2026-04-18&dest_id=14857&dest_type=hotel&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&soh=1&sr_order=popularity&srepoch=1776274716&srpvid=6aa47c09924a0078&type=total&ucfs=1&#no_availability_msg,Hotel Las Arenas Balneario Resort,Irina,Rumanía,Habitación Doble con vistas al mar,4 noches ·,En familia,Excepcional,"- Incredible location!
- Great facilities, on top pool with sunbeds,  
- First hotel we got 3 beds for 2 adults and 1 child! Great mattress as well.  
- We had HB, the food was way to good and various, considering that this is not an All-Inclusive hotel! 
- Many thanks to all personnel especially to Pepe and Teo, always there to help and say a nice word!
- Very friendly and patience attitude at check-in although I was mistaken about the payment from Booking.com
- Wonderful fragrance in the hotel",- coffee could be better,10,Fecha del comentario: 24 de abril de 2023,"8,9","8,9","8,3","8,6","8,5","8,9","9,2","8,6",Fabuloso
1776285103-440,https://www.booking.com/hotel/es/las-arenas-ca-n-pastilla-palma.es.html?aid=2311236&label=es-es-booking-desktop-KFCifIIdfodgoKudXjro1wS652829001115%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9198307%3Ali%3Adec%3Adm&sid=ddc5dd2c08976c6436a05286a996cd64&checkin=2026-04-17&checkout=2026-04-18&dest_id=14857&dest_type=hotel&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&soh=1&sr_order=popularity&srepoch=1776274716&srpvid=6aa47c09924a0078&type=total&ucfs=1&#no_availability_msg,Hotel Las Arenas Balneario Resort,Fanny,Irlanda,Habitación Doble con vistas al mar,1 noche ·,En pareja,comfortable rooms in à quite touristic area,"very close to the airport, comfortable rooms, amazing buffet breakfast, close to the seafront",not an intimate hotel but quite busy as the location,"8,0",Fecha del comentario: 24 de abril de 2023,"8,9","8,9","8,3","8,6","8,5","8,9","9,2","8,6",Fabuloso
1776285103-441,https://www.booking.com/hotel/es/las-arenas-ca-n-pastilla-palma.es.html?aid=2311236&label=es-es-booking-desktop-KFCifIIdfodgoKudXjro1wS652829001115%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9198307%3Ali%3Adec%3Adm&sid=ddc5dd2c08976c6436a05286a996cd64&checkin=2026-04-17&checkout=2026-04-18&dest_id=14857&dest_type=hotel&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&soh=1&sr_order=popularity&srepoch=1776274716&srpvid=6aa47c09924a0078&type=total&ucfs=1&#no_availability_msg,Hotel Las Arenas Balneario Resort,Marina,España,Habitación Individual Estándar,2 noches ·,Persona que viaja sola,Really nice hotel with beautiful sea views,"Beautiful hotel with stunning views of the island from the rooftop swimming pool. 
I also liked the fact that it was quiet. Breakfast was very good (vegan and lactose free milk options). They also had gluten free muffins. 
The bed was very comfy and my room had views to the bay which was amazing! The staff is very friendly! The gym is small and in the basement but enough.","There are no hangers in the bathroom to put the towels on. Other than that, the rest was very good!",10,Fecha del comentario: 24 de abril de 2023,"8,9","8,9","8,3","8,6","8,5","8,9","9,2","8,6",Fabuloso
1776285103-442,https://www.booking.com/hotel/es/las-arenas-ca-n-pastilla-palma.es.html?aid=2311236&label=es-es-booking-desktop-KFCifIIdfodgoKudXjro1wS652829001115%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9198307%3Ali%3Adec%3Adm&sid=ddc5dd2c08976c6436a05286a996cd64&checkin=2026-04-17&checkout=2026-04-18&dest_id=14857&dest_type=hotel&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&soh=1&sr_order=popularity&srepoch=1776274716&srpvid=6aa47c09924a0078&type=total&ucfs=1&#no_availability_msg,Hotel Las Arenas Balneario Resort,Sandra,Reino Unido,Habitación Doble con vistas al mar,5 noches ·,En pareja,perfect 5 night break,"beautiful new modernised and well organised, could not fault anything! love the new roof top sunbathing area and bar, amazing views",rooms been revamped and a little compact compared to how they were before.,10,Fecha del comentario: 23 de abril de 2023,"8,9","8,9","8,3","8,6","8,5","8,9","9,2","8,6",Fabuloso
1776285103-443,https://www.booking.com/hotel/es/las-arenas-ca-n-pastilla-palma.es.html?aid=2311236&label=es-es-booking-desktop-KFCifIIdfodgoKudXjro1wS652829001115%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9198307%3Ali%3Adec%3Adm&sid=ddc5dd2c08976c6436a05286a996cd64&checkin=2026-04-17&checkout=2026-04-18&dest_id=14857&dest_type=hotel&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&soh=1&sr_order=popularity&srepoch=1776274716&srpvid=6aa47c09924a0078&type=total&ucfs=1&#no_availability_msg,Hotel Las Arenas Balneario Resort,Mihály,Dinamarca,Habitación Doble con vistas al mar,3 noches ·,En familia,Las Arenas Mallorca,"It was on a really nice location, with amasing view!","It was all good, nothing as bad sign!",10,Fecha del comentario: 23 de abril de 2023,"8,9","8,9","8,3","8,6","8,5","8,9","9,2","8,6",Fabuloso
1776285103-444,https://www.booking.com/hotel/es/las-arenas-ca-n-pastilla-palma.es.html?aid=2311236&label=es-es-booking-desktop-KFCifIIdfodgoKudXjro1wS652829001115%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9198307%3Ali%3Adec%3Adm&sid=ddc5dd2c08976c6436a05286a996cd64&checkin=2026-04-17&checkout=2026-04-18&dest_id=14857&dest_type=hotel&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&soh=1&sr_order=popularity&srepoch=1776274716&srpvid=6aa47c09924a0078&type=total&ucfs=1&#no_availability_msg,Hotel Las Arenas Balneario Resort,Dunja,Serbia,Suite Junior con vistas al mar,4 noches ·,En familia,Very nice,"Foor was excellent (prawn, mussel, cod fish, salmon, squid, turkey, chicken, pig, pizza, pasta, lasagne, vegetarian food, fruits, saladas, cakes....) Location also great, it is very quiet.","Separate beds in double room instead of one double bed. We got a junior suit that didn't have a view of the sea as in the picture on booking,  and at the reception they told us that it had.","9,0",Fecha del comentario: 21 de abril de 2023,"8,9","8,9","8,3","8,6","8,5","8,9","9,2","8,6",Fabuloso
1776285103-445,https://www.booking.com/hotel/es/las-arenas-ca-n-pastilla-palma.es.html?aid=2311236&label=es-es-booking-desktop-KFCifIIdfodgoKudXjro1wS652829001115%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9198307%3Ali%3Adec%3Adm&sid=ddc5dd2c08976c6436a05286a996cd64&checkin=2026-04-17&checkout=2026-04-18&dest_id=14857&dest_type=hotel&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&soh=1&sr_order=popularity&srepoch=1776274716&srpvid=6aa47c09924a0078&type=total&ucfs=1&#no_availability_msg,Hotel Las Arenas Balneario Resort,Katia,Estados Unidos,Habitación Doble con vistas al mar,3 noches ·,En pareja,Nice place,Same every day,Change,"8,0",Fecha del comentario: 26 de diciembre de 2025,"8,9","8,9","8,3","8,6","8,5","8,9","9,2","8,6",Fabuloso
1776285103-446,https://www.booking.com/hotel/es/las-arenas-ca-n-pastilla-palma.es.html?aid=2311236&label=es-es-booking-desktop-KFCifIIdfodgoKudXjro1wS652829001115%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9198307%3Ali%3Adec%3Adm&sid=ddc5dd2c08976c6436a05286a996cd64&checkin=2026-04-17&checkout=2026-04-18&dest_id=14857&dest_type=hotel&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&soh=1&sr_order=popularity&srepoch=1776274716&srpvid=6aa47c09924a0078&type=total&ucfs=1&#no_availability_msg,Hotel Las Arenas Balneario Resort,Harkiran,Reino Unido,Habitación Individual Estándar,2 noches ·,Persona que viaja sola,I really enjoyed my stay at this hotel and would stay here again in the near future.,I enjoyed the balcony view from the hotel.,There were small ants crawling around in the hotel room and crawled onto my food that I had bought from outside.,"9,0",Fecha del comentario: 4 de noviembre de 2025,"8,9","8,9","8,3","8,6","8,5","8,9","9,2","8,6",Fabuloso
1776285103-447,https://www.booking.com/hotel/es/las-arenas-ca-n-pastilla-palma.es.html?aid=2311236&label=es-es-booking-desktop-KFCifIIdfodgoKudXjro1wS652829001115%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9198307%3Ali%3Adec%3Adm&sid=ddc5dd2c08976c6436a05286a996cd64&checkin=2026-04-17&checkout=2026-04-18&dest_id=14857&dest_type=hotel&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&soh=1&sr_order=popularity&srepoch=1776274716&srpvid=6aa47c09924a0078&type=total&ucfs=1&#no_availability_msg,Hotel Las Arenas Balneario Resort,Maxine,Alemania,Habitación Doble con vistas a la piscina,7 noches ·,En grupo,Muy bien,the rooftop pool,we got put in a disabled room which isn’t necessarily that bad and i understand it has to be done sometimes as i work in a hotel myself… still it was a bit unfortunate as we stayed for a week and the bathroom was completely flooded everytime one of us had a shower,"8,0",Fecha del comentario: 24 de octubre de 2025,"8,9","8,9","8,3","8,6","8,5","8,9","9,2","8,6",Fabuloso
1776285103-448,https://www.booking.com/hotel/es/las-arenas-ca-n-pastilla-palma.es.html?aid=2311236&label=es-es-booking-desktop-KFCifIIdfodgoKudXjro1wS652829001115%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9198307%3Ali%3Adec%3Adm&sid=ddc5dd2c08976c6436a05286a996cd64&checkin=2026-04-17&checkout=2026-04-18&dest_id=14857&dest_type=hotel&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&soh=1&sr_order=popularity&srepoch=1776274716&srpvid=6aa47c09924a0078&type=total&ucfs=1&#no_availability_msg,Hotel Las Arenas Balneario Resort,Axel,Alemania,Habitación Individual Estándar,3 noches ·,Persona que viaja sola,Muy bien,"Good location, close to the beach, supermarkets and bus stop","In general nothing explicitley wrong with the hotel, it just seems more like 3* and not a 4* star hotel","8,0",Fecha del comentario: 21 de octubre de 2025,"8,9","8,9","8,3","8,6","8,5","8,9","9,2","8,6",Fabuloso
1776285103-449,https://www.booking.com/hotel/es/las-arenas-ca-n-pastilla-palma.es.html?aid=2311236&label=es-es-booking-desktop-KFCifIIdfodgoKudXjro1wS652829001115%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9198307%3Ali%3Adec%3Adm&sid=ddc5dd2c08976c6436a05286a996cd64&checkin=2026-04-17&checkout=2026-04-18&dest_id=14857&dest_type=hotel&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&soh=1&sr_order=popularity&srepoch=1776274716&srpvid=6aa47c09924a0078&type=total&ucfs=1&#no_availability_msg,Hotel Las Arenas Balneario Resort,Mariana,Reino Unido,Habitación Individual Estándar,2 noches ·,Persona que viaja sola,Conveniently close to the airport and the sea,Nice view of the sea and great staff.,The quality of the food at breakfast was not very high.,"9,0",Fecha del comentario: 19 de octubre de 2025,"8,9","8,9","8,3","8,6","8,5","8,9","9,2","8,6",Fabuloso
1776285103-450,https://www.booking.com/hotel/es/las-arenas-ca-n-pastilla-palma.es.html?aid=2311236&label=es-es-booking-desktop-KFCifIIdfodgoKudXjro1wS652829001115%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9198307%3Ali%3Adec%3Adm&sid=ddc5dd2c08976c6436a05286a996cd64&checkin=2026-04-17&checkout=2026-04-18&dest_id=14857&dest_type=hotel&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&soh=1&sr_order=popularity&srepoch=1776274716&srpvid=6aa47c09924a0078&type=total&ucfs=1&#no_availability_msg,Hotel Las Arenas Balneario Resort,Shelley,Reino Unido,Habitación Doble con vistas al mar,3 noches ·,En grupo,Great location by the beach.  Great breakfast. Would stay again.,Perfect location overlooking a lovely sandy beach.  Despite being close to the airport we didn’t hear even one aircraft. Rooftop pool view and cocktail bar. Comprehensive buffet breakfast.,"Towels were changed when requested but were dirty. 
A bit pricier than other hotels in the area. 
Have to pay more for access to the room safe - this should be included.","8,0",Fecha del comentario: 18 de octubre de 2025,"8,9","8,9","8,3","8,6","8,5","8,9","9,2","8,6",Fabuloso
1776285103-451,https://www.booking.com/hotel/es/las-arenas-ca-n-pastilla-palma.es.html?aid=2311236&label=es-es-booking-desktop-KFCifIIdfodgoKudXjro1wS652829001115%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9198307%3Ali%3Adec%3Adm&sid=ddc5dd2c08976c6436a05286a996cd64&checkin=2026-04-17&checkout=2026-04-18&dest_id=14857&dest_type=hotel&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&soh=1&sr_order=popularity&srepoch=1776274716&srpvid=6aa47c09924a0078&type=total&ucfs=1&#no_availability_msg,Hotel Las Arenas Balneario Resort,Dvdhpr,Reino Unido,Habitación Doble con vistas al mar,3 noches ·,En familia,"Lovely hotel,in perfect location","Location.
Sea view.
Staff
Breakfast","More storage in room
For clothes","9,0",Fecha del comentario: 6 de octubre de 2025,"8,9","8,9","8,3","8,6","8,5","8,9","9,2","8,6",Fabuloso
1776285103-452,https://www.booking.com/hotel/es/las-arenas-ca-n-pastilla-palma.es.html?aid=2311236&label=es-es-booking-desktop-KFCifIIdfodgoKudXjro1wS652829001115%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-334108349%3Alp9198307%3Ali%3Adec%3Adm&sid=ddc5dd2c08976c6436a05286a996cd64&checkin=2026-04-17&checkout=2026-04-18&dest_id=14857&dest_type=hotel&dist=0&group_adults=2&group_children=0&hapos=1&hpos=1&no_rooms=1&req_adults=2&req_children=0&room1=A%2CA&sb_price_type=total&soh=1&sr_order=popularity&srepoch=1776274716&srpvid=6aa47c09924a0078&type=total&ucfs=1&#no_availability_msg,Hotel Las Arenas Balneario Resort,Martin,Reino Unido,Habitación Individual Estándar,3 noches ·,Persona que viaja sola,Good location but in the very busy touristic area which attracts a certain type of people…,Close your the beach snd the cycling dhop,Type of tourists,"8,0",Fecha del comentario: 5 de octubre de 2025,"8,9","8,9","8,3","8,6","8,5","8,9","9,2","8,6",Fabuloso
